"","Quantiles","gi","value","peak_percentile"
"555","q.weighted",8.8,26.0497788206572,"[50,75)"
"556","q.weighted",8.9,26.2955513319596,"[50,75)"
"557","q.weighted",9,26.5242720580576,"[50,75)"
"558","q.weighted",9.1,26.7362689426711,"[50,75)"
"559","q.weighted",9.2,26.9322227074914,"[50,75)"
"560","q.weighted",9.3,27.1122309033843,"[50,75)"
"561","q.weighted",9.4,27.2763910812156,"[50,75)"
"562","q.weighted",9.5,27.4248007918511,"[50,75)"
"563","q.weighted",9.6,27.5575575861565,"[50,75)"
"564","q.weighted",9.7,27.6747590149976,"[50,75)"
"565","q.weighted",9.8,27.7765026292403,"[50,75)"
"566","q.weighted",9.9,27.8628859797503,"[50,75)"
"567","q.weighted",10,27.9340066173934,"[50,75)"
"568","q.weighted",2,1.98114236492349,"[75,100]"
"569","q.weighted",2.1,2.05136068055485,"[75,100]"
"570","q.weighted",2.2,2.12414636173319,"[75,100]"
"571","q.weighted",2.3,2.19947092653464,"[75,100]"
"572","q.weighted",2.4,2.2773058930353,"[75,100]"
"573","q.weighted",2.5,2.35762277931126,"[75,100]"
"574","q.weighted",2.6,2.44039310343865,"[75,100]"
"575","q.weighted",2.7,2.52558838349355,"[75,100]"
"576","q.weighted",2.8,2.61318013755209,"[75,100]"
"577","q.weighted",2.9,2.70313988369036,"[75,100]"
"578","q.weighted",3,2.79543913998447,"[75,100]"
"579","q.weighted",3.1,2.889984943892,"[75,100]"
"580","q.weighted",3.2,2.9867643683903,"[75,100]"
"581","q.weighted",3.3,3.08586898483513,"[75,100]"
"582","q.weighted",3.4,3.18739036458224,"[75,100]"
"583","q.weighted",3.5,3.29142007898738,"[75,100]"
"584","q.weighted",3.6,3.3980496994063,"[75,100]"
"585","q.weighted",3.7,3.50737079719476,"[75,100]"
"586","q.weighted",3.8,3.61947494370852,"[75,100]"
"587","q.weighted",3.9,3.73445371030332,"[75,100]"
"588","q.weighted",4,3.85239866833492,"[75,100]"
"589","q.weighted",4.1,3.97208462590363,"[75,100]"
"590","q.weighted",4.2,4.09256868825966,"[75,100]"
"591","q.weighted",4.3,4.21436587248365,"[75,100]"
"592","q.weighted",4.4,4.33799119565623,"[75,100]"
"593","q.weighted",4.5,4.46395967485805,"[75,100]"
"594","q.weighted",4.6,4.59278632716973,"[75,100]"
"595","q.weighted",4.7,4.72498616967191,"[75,100]"
"596","q.weighted",4.8,4.86107421944523,"[75,100]"
"597","q.weighted",4.9,5.00156549357032,"[75,100]"
"598","q.weighted",5,5.14697500912782,"[75,100]"
"599","q.weighted",5.1,5.29677154966505,"[75,100]"
"600","q.weighted",5.2,5.45012371099775,"[75,100]"
"601","q.weighted",5.3,5.60709622860911,"[75,100]"
"602","q.weighted",5.4,5.76775383798235,"[75,100]"
"603","q.weighted",5.5,5.93216127460068,"[75,100]"
"604","q.weighted",5.6,6.10038327394731,"[75,100]"
"605","q.weighted",5.7,6.27248457150545,"[75,100]"
"606","q.weighted",5.8,6.44852990275831,"[75,100]"
"607","q.weighted",5.9,6.62858400318909,"[75,100]"
"608","q.weighted",6,6.81271160828102,"[75,100]"
"609","q.weighted",6.1,7.00535386448033,"[75,100]"
"610","q.weighted",6.2,7.20929425853101,"[75,100]"
"611","q.weighted",6.3,7.42211103636288,"[75,100]"
"612","q.weighted",6.4,7.64138244390574,"[75,100]"
"613","q.weighted",6.5,7.86468672708941,"[75,100]"
"614","q.weighted",6.6,8.08960213184371,"[75,100]"
"615","q.weighted",6.7,8.31370690409844,"[75,100]"
"616","q.weighted",6.8,8.53457928978343,"[75,100]"
"617","q.weighted",6.9,8.74979753482849,"[75,100]"
"618","q.weighted",7,8.95693988516343,"[75,100]"
"619","q.weighted",7.1,9.15879355827882,"[75,100]"
"620","q.weighted",7.2,9.35991900267608,"[75,100]"
"621","q.weighted",7.3,9.56055431080136,"[75,100]"
"622","q.weighted",7.4,9.76093757510077,"[75,100]"
"623","q.weighted",7.5,9.96130688802045,"[75,100]"
"624","q.weighted",7.6,10.1619003420065,"[75,100]"
"625","q.weighted",7.7,10.3629560295051,"[75,100]"
"626","q.weighted",7.8,10.5647120429624,"[75,100]"
"627","q.weighted",7.9,10.7674064748244,"[75,100]"
"628","q.weighted",8,10.9712774175374,"[75,100]"
"629","q.weighted",8.1,11.1760918051189,"[75,100]"
"630","q.weighted",8.2,11.3814195921851,"[75,100]"
"631","q.weighted",8.3,11.5872034020797,"[75,100]"
"632","q.weighted",8.4,11.7933858581462,"[75,100]"
"633","q.weighted",8.5,11.9999095837285,"[75,100]"
"634","q.weighted",8.6,12.2067172021702,"[75,100]"
"635","q.weighted",8.7,12.413751336815,"[75,100]"
"636","q.weighted",8.8,12.6209546110067,"[75,100]"
"637","q.weighted",8.9,12.8282696480888,"[75,100]"
"638","q.weighted",9,13.0356390714051,"[75,100]"
"639","q.weighted",9.1,13.2431391016679,"[75,100]"
"640","q.weighted",9.2,13.4508911311003,"[75,100]"
"641","q.weighted",9.3,13.6589055403124,"[75,100]"
"642","q.weighted",9.4,13.8671927099143,"[75,100]"
"643","q.weighted",9.5,14.075763020516,"[75,100]"
"644","q.weighted",9.6,14.2846268527275,"[75,100]"
"645","q.weighted",9.7,14.4937945871591,"[75,100]"
"646","q.weighted",9.8,14.7032766044206,"[75,100]"
"647","q.weighted",9.9,14.9130832851223,"[75,100]"
"648","q.weighted",10,15.1232250098741,"[75,100]"
